Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Кабельный фасад - Лаймовый леденец
appliedenergistics2:facade:0, Кабельный фасад - Фиолетовый леденец
appliedenergistics2:facade:0, Кабельный фасад - Коричневый леденец
appliedenergistics2:facade:0, Кабельный фасад - Чёрный леденец
appliedenergistics2:facade:0, Кабельный фасад - Красный леденец (горизонтальный)
appliedenergistics2:facade:0, Кабельный фасад - Зелёный леденец (горизонтальный)
appliedenergistics2:facade:0, Кабельный фасад - Синий леденец (горизонтальный)
appliedenergistics2:facade:0, Кабельный фасад - Оранжевый леденец (горизонтальный)
appliedenergistics2:facade:0, Кабельный фасад - Пурпурный леденец (горизонтальный)
appliedenergistics2:facade:0, Кабельный фасад - Розовый леденец (горизонтальный)
appliedenergistics2:facade:0, Кабельный фасад - Лаймовый леденец (горизонтальный)
appliedenergistics2:facade:0, Кабельный фасад - Фиолетовый леденец (горизонтальный)
appliedenergistics2:facade:0, Кабельный фасад - Коричневый леденец (горизонтальный)
appliedenergistics2:facade:0, Кабельный фасад - Чёрный леденец (горизонтальный)
appliedenergistics2:facade:0, Кабельный фасад - Блок кекса
appliedenergistics2:facade:0, Кабельный фасад - Красный бархатный блок кекса
appliedenergistics2:facade:0, Кабельный фасад - Шоколадный блок кекса
appliedenergistics2:facade:0, Кабельный фасад - Белая глазурь с красными точками
appliedenergistics2:facade:0, Кабельный фасад - Белая глазурь с зелёными точками
appliedenergistics2:facade:0, Кабельный фасад - Белая глазурь с розовыми точками
appliedenergistics2:facade:0, Кабельный фасад - Белая глазурь с оранжевыми точками
appliedenergistics2:facade:0, Кабельный фасад - Каменное печенье
appliedenergistics2:facade:0, Кабельный фасад - Алмазная крошка
appliedenergistics2:facade:0, Кабельный фасад - Золотая крошка
appliedenergistics2:facade:0, Кабельный фасад - Угольная крошка
appliedenergistics2:facade:0, Кабельный фасад - Железная крошка
appliedenergistics2:facade:0, Кабельный фасад - Изумрудная крошка
appliedenergistics2:facade:0, Кабельный фасад - Синий дуб Кеплер-22 b
appliedenergistics2:facade:0, Кабельный фасад - Красный дуб Кеплер-22 b
appliedenergistics2:facade:0, Кабельный фасад - Фиолетовый дуб Кеплер-22 b
appliedenergistics2:facade:0, Кабельный фасад - Жёлтый дуб Кеплер-22 b
appliedenergistics2:facade:0, Кабельный фасад - Зелёный дуб Кеплер-22 b
appliedenergistics2:facade:0, Кабельный фасад - Коричневый дуб Кеплер-22 b
appliedenergistics2:facade:0, Кабельный фасад - Листва синего дуба Кеплер-22 b
appliedenergistics2:facade:0, Кабельный фасад - Листва красного дуба Кеплер-22 b
appliedenergistics2:facade:0, Кабельный фасад - Листва фиолетового дуба Кеплер-22 b
appliedenergistics2:facade:0, Кабельный фасад - Листва жёлтого дуба Кеплер-22 b
appliedenergistics2:facade:0, Кабельный фасад - Листва зелёного дуба Кеплер-22 b
appliedenergistics2:facade:0, Кабельный фасад - Листва коричневого дуба Кеплер-22 b
appliedenergistics2:facade:0, Кабельный фасад - Синие доски Кеплер-22 b
appliedenergistics2:facade:0, Кабельный фасад - Красные доски Кеплер-22 b
appliedenergistics2:facade:0, Кабельный фасад - Фиолетовые доски Кеплер-22 b
appliedenergistics2:facade:0, Кабельный фасад - Жёлтые доски Кеплер-22 b
appliedenergistics2:facade:0, Кабельный фасад - Зелёные доски Кеплер-22 b
appliedenergistics2:facade:0, Кабельный фасад - Коричневые доски Кеплер-22 b
appliedenergistics2:facade:0, Кабельный фасад - Флаксовый блок
appliedenergistics2:facade:0, Кабельный фасад - Катушка Для Термоядерного Реактора
appliedenergistics2:facade:0, Кабельный фасад - Иридиевая Катушка
appliedenergistics2:facade:0, Кабельный фасад - Магнитное Кольцо
appliedenergistics2:facade:0, Кабельный фасад - Теплообменник
appliedenergistics2:facade:0, Кабельный фасад - Бойлер
appliedenergistics2:facade:0, Кабельный фасад - Плазменный Синтезатор
appliedenergistics2:facade:0, Кабельный фасад - Дейтериевый Фильтр
appliedenergistics2:facade:0, Кабельный фасад - Ториевая Руда
appliedenergistics2:facade:0, Кабельный фасад - Centennial Trophy
appliedenergistics2:facade:0, Кабельный фасад - Oak Rail Bridge
appliedenergistics2:facade:0, Кабельный фасад - Oak Rail Bridge End
appliedenergistics2:facade:0, Кабельный фасад - Spruce Rail Bridge
appliedenergistics2:facade:0, Кабельный фасад - Spruce Rail Bridge End
appliedenergistics2:facade:0, Кабельный фасад - Birch Rail Bridge
appliedenergistics2:facade:0, Кабельный фасад - Birch Rail Bridge End
appliedenergistics2:facade:0, Кабельный фасад - Jungle Rail Bridge
appliedenergistics2:facade:0, Кабельный фасад - Jungle Rail Bridge End
appliedenergistics2:facade:0, Кабельный фасад - Acacia Rail Bridge
appliedenergistics2:facade:0, Кабельный фасад - Acacia Rail Bridge End
appliedenergistics2:facade:0, Кабельный фасад - Dark Oak Rail Bridge
appliedenergistics2:facade:0, Кабельный фасад - Dark Oak Rail Bridge End
appliedenergistics2:facade:0, Кабельный фасад - What a beautiful block
appliedenergistics2:facade:0, Кабельный фасад - Медная руда
appliedenergistics2:facade:0, Кабельный фасад - Бокситовая руда
appliedenergistics2:facade:0, Кабельный фасад - Свинцовая руда
appliedenergistics2:facade:0, Кабельный фасад - Серебряная руда
appliedenergistics2:facade:0, Кабельный фасад - Никелевая руда
appliedenergistics2:facade:0, Кабельный фасад - Урановая руда
appliedenergistics2:facade:0, Кабельный фасад - Медный блок
appliedenergistics2:facade:0, Кабельный фасад - Алюминиевый блок
appliedenergistics2:facade:0, Кабельный фасад - Свинцовый блок
appliedenergistics2:facade:0, Кабельный фасад - Серебряный блок
appliedenergistics2:facade:0, Кабельный фасад - Никелевый блок
appliedenergistics2:facade:0, Кабельный фасад - Урановый блок
appliedenergistics2:facade:0, Кабельный фасад - Константановый блок
appliedenergistics2:facade:0, Кабельный фасад - Электрумовый блок
appliedenergistics2:facade:0, Кабельный фасад - Стальной блок
appliedenergistics2:facade:0, Кабельный фасад - Кирпич коксовой печи
appliedenergistics2:facade:0, Кабельный фасад - Кирпич доменной печи
appliedenergistics2:facade:0, Кабельный фасад - Кирпич продвинутой доменной печи
appliedenergistics2:facade:0, Кабельный фасад - Блок коксового угля
appliedenergistics2:facade:0, Кабельный фасад - Костробетон
appliedenergistics2:facade:0, Кабельный фасад - Бетон
appliedenergistics2:facade:0, Кабельный фасад - Кафельный бетон
appliedenergistics2:facade:0, Кабельный фасад - Свинцовый бетон
appliedenergistics2:facade:0, Кабельный фасад - Стеклоизоляция
appliedenergistics2:facade:0, Кабельный фасад - Печной кирпич
appliedenergistics2:facade:0, Кабельный фасад - Доски из обработанного дерева
appliedenergistics2:facade:0, Кабельный фасад - Доски из обработанного дерева
appliedenergistics2:facade:0, Кабельный фасад - Доски из обработанного дерева
appliedenergistics2:facade:0, Кабельный фасад - Медный листовой металл
appliedenergistics2:facade:0, Кабельный фасад - Алюминиевый листовой металл
appliedenergistics2:facade:0, Кабельный фасад - Свинцовый листовой металл
appliedenergistics2:facade:0, Кабельный фасад - Серебряный листовой металл
appliedenergistics2:facade:0, Кабельный фасад - Никелевый листовой металл
appliedenergistics2:facade:0, Кабельный фасад - Урановый листовой металл
appliedenergistics2:facade:0, Кабельный фасад - Константановый листовой металл
appliedenergistics2:facade:0, Кабельный фасад - Электрумовый листовой металл
appliedenergistics2:facade:0, Кабельный фасад - Стальной листовой металл
appliedenergistics2:facade:0, Кабельный фасад - Железный листовой металл
appliedenergistics2:facade:0, Кабельный фасад - Золотой листовой металл
appliedenergistics2:facade:0, Кабельный фасад - Блок медного провода
appliedenergistics2:facade:0, Кабельный фасад - Блок электрумового провода
appliedenergistics2:facade:0, Кабельный фасад - Блок высоковольтного провода
appliedenergistics2:facade:0, Кабельный фасад - Краснокаменный инженерный блок
appliedenergistics2:facade:0, Кабельный фасад - Лёгкий инженерный блок
appliedenergistics2:facade:0, Кабельный фасад - Тяжёлый инженерный блок
appliedenergistics2:facade:0, Кабельный фасад - Блок генератора
appliedenergistics2:facade:0, Кабельный фасад - Блок радиатора
appliedenergistics2:facade:0, Кабельный фасад - Источник воды
appliedenergistics2:facade:0, Кабельный фасад - Источник нефти
appliedenergistics2:facade:0, Кабельный фасад - tile.decorated.destroy.name
appliedenergistics2:facade:0, Кабельный фасад - Чертёж (декорация)
appliedenergistics2:facade:0, Кабельный фасад - Шаблон (декорация)
appliedenergistics2:facade:0, Кабельный фасад - tile.decorated.paper.name
appliedenergistics2:facade:0, Кабельный фасад - tile.decorated.leather.name
appliedenergistics2:facade:0, Кабельный фасад - Лазер (декорация)
appliedenergistics2:crystal_seed:0, Семя истинного кварца
appliedenergistics2:crystal_seed:600, Семя кварца Нижнего мира
appliedenergistics2:crystal_seed:1200, Изменчивое семя
appliedenergistics2:crystal_seed:0, Семя истинного кварца
appliedenergistics2:crystal_seed:600, Семя кварца Нижнего мира
appliedenergistics2:crystal_seed:1200, Изменчивое семя
appliedenergistics2:crystal_seed:0, Семя истинного кварца
appliedenergistics2:crystal_seed:600, Семя кварца Нижнего мира
appliedenergistics2:crystal_seed:1200, Изменчивое семя
appliedenergistics2:encoded_pattern, Кодированный шаблон
appliedenergistics2:paint_ball:0, Шар с краской - Белый
appliedenergistics2:paint_ball:1, Шар с краской - Оранжевый
appliedenergistics2:paint_ball:2, Шар с краской - Сиреневый
appliedenergistics2:paint_ball:3, Шар с краской - Светло-синий
appliedenergistics2:paint_ball:4, Шар с краской - Жёлтый
appliedenergistics2:paint_ball:5, Шар с краской - Лаймовый
appliedenergistics2:paint_ball:6, Шар с краской - Розовый
appliedenergistics2:paint_ball:7, Шар с краской - Серый
appliedenergistics2:paint_ball:8, Шар с краской - Светло-серый
appliedenergistics2:paint_ball:9, Шар с краской - Бирюзовый
appliedenergistics2:paint_ball:10, Шар с краской - Фиолетовый
appliedenergistics2:paint_ball:11, Шар с краской - Синий
appliedenergistics2:paint_ball:12, Шар с краской - Коричневый
appliedenergistics2:paint_ball:13, Шар с краской - Зелёный
appliedenergistics2:paint_ball:14, Шар с краской - Красный
appliedenergistics2:paint_ball:15, Шар с краской - Чёрный
appliedenergistics2:paint_ball:20, Шар с краской - Люмен Белый
appliedenergistics2:paint_ball:21, Шар с краской - Люмен Оранжевый
appliedenergistics2:paint_ball:22, Шар с краской - Люмен Сиреневый
appliedenergistics2:paint_ball:23, Шар с краской - Люмен Светло-синий
appliedenergistics2:paint_ball:24, Шар с краской - Люмен Жёлтый
appliedenergistics2:paint_ball:25, Шар с краской - Люмен Лаймовый
appliedenergistics2:paint_ball:26, Шар с краской - Люмен Розовый
appliedenergistics2:paint_ball:27, Шар с краской - Люмен Серый
appliedenergistics2:paint_ball:28, Шар с краской - Люмен Светло-серый
appliedenergistics2:paint_ball:29, Шар с краской - Люмен Бирюзовый
appliedenergistics2:paint_ball:30, Шар с краской - Люмен Фиолетовый
appliedenergistics2:paint_ball:31, Шар с краской - Люмен Синий
appliedenergistics2:paint_ball:32, Шар с краской - Люмен Коричневый
appliedenergistics2:paint_ball:33, Шар с краской - Люмен Зелёный
appliedenergistics2:paint_ball:34, Шар с краской - Люмен Красный
appliedenergistics2:paint_ball:35, Шар с краской - Люмен Чёрный
appliedenergistics2:dummy_fluid_item, item.appliedenergistics2.dummy_fluid_item.name
appliedenergistics2:material:28, Продвинутая карта
appliedenergistics2:material:44, Ядро истребления
appliedenergistics2:material:25, Базовая карта
appliedenergistics2:material:52, Пустой шаблон
appliedenergistics2:material:23, Вычислительный процессор
appliedenergistics2:material:13, Вычислительный пресс для высекателя
appliedenergistics2:material:16, Отпечатанный вычислительный контур
appliedenergistics2:material:27, Карта ёмкости
appliedenergistics2:material:53, Карта крафта
appliedenergistics2:material:29, Карта нечёткости
appliedenergistics2:material:31, Карта инвертирования
appliedenergistics2:material:26, Карта красного камня
appliedenergistics2:material:30, Карта ускорения
appliedenergistics2:material:34, 128³ пространственный компонент
appliedenergistics2:material:37, 16К МЭ компонент хранения
appliedenergistics2:material:33, 16³ пространственный компонент
appliedenergistics2:material:35, 1К МЭ компонент хранения
appliedenergistics2:material:32, 2³ пространственный компонент
appliedenergistics2:material:36, 4К МЭ компонент хранения
appliedenergistics2:material:38, 64К МЭ компонент хранения
appliedenergistics2:material:0, Кристалл истинного кварца
appliedenergistics2:material:1, Заряженный кристалл истинного кварца
appliedenergistics2:material:2, Пыль истинного кварца
appliedenergistics2:material:39, МЭ корпус ячейки хранения
appliedenergistics2:material:46, Пыль Края
appliedenergistics2:material:24, Инженерный процессор
appliedenergistics2:material:14, Инженерный пресс для высекателя
appliedenergistics2:material:17, Отпечатанный инженерный контур
appliedenergistics2:material:4, Мука
appliedenergistics2:material:56, 16k ME Fluid Storage Component
appliedenergistics2:material:54, 1k ME Fluid Storage Component
appliedenergistics2:material:55, 4k ME Fluid Storage Component
appliedenergistics2:material:57, 64k ME Fluid Storage Component
appliedenergistics2:material:7, Изменчивый кристалл
appliedenergistics2:material:8, Изменчивая пыль
appliedenergistics2:material:9, Изменчивая жемчужина
appliedenergistics2:material:43, Ядро формирования
appliedenergistics2:material:51, Золотая пыль
appliedenergistics2:material:49, Железная пыль
appliedenergistics2:material:22, Логический процессор
appliedenergistics2:material:15, Логический пресс для высекателя
appliedenergistics2:material:18, Отпечатанный логический контур
appliedenergistics2:material:6, Шарик материи
appliedenergistics2:material:21, Именующий пресс для высекателя
appliedenergistics2:material:3, Пыль кварца Нижнего мира
appliedenergistics2:material:10, Чистый кристалл истинного кварца
appliedenergistics2:material:12, Чистый изменчивый кристалл
appliedenergistics2:material:11, Чистый кристалл кварца Нижнего мира
appliedenergistics2:material:48, Квантовая запутанная сингулярность
appliedenergistics2:material:5, Кремний
appliedenergistics2:material:19, Кремниевый пресс для высекателя
appliedenergistics2:material:20, Отпечатанный кремний
appliedenergistics2:material:47, Сингулярность
appliedenergistics2:material:45, Пыль небесного камня
appliedenergistics2:material:41, Беспроводной приёмник
appliedenergistics2:material:42, Беспроводной усилитель
appliedenergistics2:material:40, Деревянная шестерня
appliedenergistics2:part:300, МЭ плоскость истребления
appliedenergistics2:part:120, Кабельный якорь
appliedenergistics2:part:20, МЭ закрытый кабель - Белый
appliedenergistics2:part:21, МЭ закрытый кабель - Оранжевый
appliedenergistics2:part:22, МЭ закрытый кабель - Сиреневый
appliedenergistics2:part:23, МЭ закрытый кабель - Светло-синий
appliedenergistics2:part:24, МЭ закрытый кабель - Жёлтый
appliedenergistics2:part:25, МЭ закрытый кабель - Лаймовый
appliedenergistics2:part:26, МЭ закрытый кабель - Розовый
appliedenergistics2:part:27, МЭ закрытый кабель - Серый
appliedenergistics2:part:28, МЭ закрытый кабель - Светло-серый
appliedenergistics2:part:29, МЭ закрытый кабель - Бирюзовый
appliedenergistics2:part:30, МЭ закрытый кабель - Фиолетовый
appliedenergistics2:part:31, МЭ закрытый кабель - Синий
appliedenergistics2:part:32, МЭ закрытый кабель - Коричневый
appliedenergistics2:part:33, МЭ закрытый кабель - Зелёный
appliedenergistics2:part:34, МЭ закрытый кабель - Красный
appliedenergistics2:part:35, МЭ закрытый кабель - Чёрный
appliedenergistics2:part:36, МЭ закрытый кабель - Изменчивый
appliedenergistics2:part:500, МЭ плотный закрытый кабель - Белый
appliedenergistics2:part:501, МЭ плотный закрытый кабель - Оранжевый
appliedenergistics2:part:502, МЭ плотный закрытый кабель - Сиреневый
appliedenergistics2:part:503, МЭ плотный закрытый кабель - Светло-синий
appliedenergistics2:part:504, МЭ плотный закрытый кабель - Жёлтый
appliedenergistics2:part:505, МЭ плотный закрытый кабель - Лаймовый
appliedenergistics2:part:506, МЭ плотный закрытый кабель - Розовый
appliedenergistics2:part:507, МЭ плотный закрытый кабель - Серый
appliedenergistics2:part:508, МЭ плотный закрытый кабель - Светло-серый
appliedenergistics2:part:509, МЭ плотный закрытый кабель - Бирюзовый
appliedenergistics2:part:510, МЭ плотный закрытый кабель - Фиолетовый
appliedenergistics2:part:511, МЭ плотный закрытый кабель - Синий
appliedenergistics2:part:512, МЭ плотный закрытый кабель - Коричневый
appliedenergistics2:part:513, МЭ плотный закрытый кабель - Зелёный
appliedenergistics2:part:514, МЭ плотный закрытый кабель - Красный
appliedenergistics2:part:515, МЭ плотный закрытый кабель - Чёрный
appliedenergistics2:part:516, МЭ плотный закрытый кабель - Изменчивый
appliedenergistics2:part:60, МЭ плотный умный кабель - Белый
appliedenergistics2:part:61, МЭ плотный умный кабель - Оранжевый
appliedenergistics2:part:62, МЭ плотный умный кабель - Сиреневый
appliedenergistics2:part:63, МЭ плотный умный кабель - Светло-синий
appliedenergistics2:part:64, МЭ плотный умный кабель - Жёлтый
appliedenergistics2:part:65, МЭ плотный умный кабель - Лаймовый
appliedenergistics2:part:66, МЭ плотный умный кабель - Розовый
appliedenergistics2:part:67, МЭ плотный умный кабель - Серый
appliedenergistics2:part:68, МЭ плотный умный кабель - Светло-серый
appliedenergistics2:part:69, МЭ плотный умный кабель - Бирюзовый
appliedenergistics2:part:70, МЭ плотный умный кабель - Фиолетовый
appliedenergistics2:part:71, МЭ плотный умный кабель - Синий
appliedenergistics2:part:72, МЭ плотный умный кабель - Коричневый
appliedenergistics2:part:73, МЭ плотный умный кабель - Зелёный
appliedenergistics2:part:74, МЭ плотный умный кабель - Красный
appliedenergistics2:part:75, МЭ плотный умный кабель - Чёрный
appliedenergistics2:part:76, МЭ плотный умный кабель - Изменчивый
appliedenergistics2:part:0, МЭ стеклянный кабель - Белый
appliedenergistics2:part:1, МЭ стеклянный кабель - Оранжевый
appliedenergistics2:part:2, МЭ стеклянный кабель - Сиреневый
appliedenergistics2:part:3, МЭ стеклянный кабель - Светло-синий
appliedenergistics2:part:4, МЭ стеклянный кабель - Жёлтый
appliedenergistics2:part:5, МЭ стеклянный кабель - Лаймовый
appliedenergistics2:part:6, МЭ стеклянный кабель - Розовый
appliedenergistics2:part:7, МЭ стеклянный кабель - Серый
appliedenergistics2:part:8, МЭ стеклянный кабель - Светло-серый
appliedenergistics2:part:9, МЭ стеклянный кабель - Бирюзовый
appliedenergistics2:part:10, МЭ стеклянный кабель - Фиолетовый
appliedenergistics2:part:11, МЭ стеклянный кабель - Синий
appliedenergistics2:part:12, МЭ стеклянный кабель - Коричневый
appliedenergistics2:part:13, МЭ стеклянный кабель - Зелёный
appliedenergistics2:part:14, МЭ стеклянный кабель - Красный
appliedenergistics2:part:15, МЭ стеклянный кабель - Чёрный
appliedenergistics2:part:16, МЭ стеклянный кабель - Изменчивый
appliedenergistics2:part:40, МЭ умный кабель - Белый
appliedenergistics2:part:41, МЭ умный кабель - Оранжевый
appliedenergistics2:part:42, МЭ умный кабель - Сиреневый
appliedenergistics2:part:43, МЭ умный кабель - Светло-синий
appliedenergistics2:part:44, МЭ умный кабель - Жёлтый
appliedenergistics2:part:45, МЭ умный кабель - Лаймовый
appliedenergistics2:part:46, МЭ умный кабель - Розовый
appliedenergistics2:part:47, МЭ умный кабель - Серый
appliedenergistics2:part:48, МЭ умный кабель - Светло-серый
appliedenergistics2:part:49, МЭ умный кабель - Бирюзовый
appliedenergistics2:part:50, МЭ умный кабель - Фиолетовый
appliedenergistics2:part:51, МЭ умный кабель - Синий
appliedenergistics2:part:52, МЭ умный кабель - Коричневый
appliedenergistics2:part:53, МЭ умный кабель - Зелёный
appliedenergistics2:part:54, МЭ умный кабель - Красный
appliedenergistics2:part:55, МЭ умный кабель - Чёрный
appliedenergistics2:part:56, МЭ умный кабель - Изменчивый
appliedenergistics2:part:420, МЭ монитор преобразования
appliedenergistics2:part:360, МЭ терминал крафта
appliedenergistics2:part:200, Тёмная осветительная панель
appliedenergistics2:part:260, МЭ шина экспорта
appliedenergistics2:part:302, ME Fluid Annihilation Plane
appliedenergistics2:part:261, ME Fluid Export Bus
appliedenergistics2:part:321, ME Fluid Formation Plane
appliedenergistics2:part:241, ME Fluid Import Bus
appliedenergistics2:part:441, ME Fluid Interface
appliedenergistics2:part:281, ME Fluid Level Emitter
appliedenergistics2:part:221, ME Fluid Storage Bus
appliedenergistics2:part:520, ME Fluid Terminal
appliedenergistics2:part:320, МЭ плоскость формирования
appliedenergistics2:part:301, МЭ id плоскость истребления
appliedenergistics2:part:240, МЭ шина импорта
appliedenergistics2:part:440, МЭ интерфейс
appliedenergistics2:part:480, МЭ терминал интерфейсов
appliedenergistics2:part:100, МЭ инвертированная шина переключения
appliedenergistics2:part:280, МЭ излучатель уровня
appliedenergistics2:part:160, Яркая осветительная панель
appliedenergistics2:part:469, Туннель точка-точка - FE
appliedenergistics2:part:463, Туннель точка-точка - Жидкость
appliedenergistics2:part:465, Туннель точка-точка - EU
appliedenergistics2:part:462, Туннель точка-точка - Предмет
appliedenergistics2:part:467, Туннель точка-точка - Свет
appliedenergistics2:part:460, Туннель точка-точка - МЭ
appliedenergistics2:part:461, Туннель точка-точка - Красный камень
appliedenergistics2:part:340, МЭ терминал шаблонов
appliedenergistics2:part:140, Кварцевое оптическое волокно
appliedenergistics2:part:180, Осветительная панель
appliedenergistics2:part:220, МЭ шина хранения
appliedenergistics2:part:400, МЭ монитор хранения
appliedenergistics2:part:380, МЭ терминал
appliedenergistics2:part:80, МЭ шина переключения
buildcraftlib:guide, Руководство по BuildCraft
buildcraftlib:guide_note, Примечание руководства
buildcraftlib:debugger, Отладчик
mekanism:electricbow, Электрический лук
mekanism:dust:0, Железная пыль
mekanism:dust:1, Золотая пыль
mekanism:dust:2, Осмиевая пыль
mekanism:dust:3, Медная пыль
mekanism:dust:4, Оловянная пыль
mekanism:dust:5, Серебряная пыль
mekanism:dust:6, Свинцовая пыль
mekanism:ingot:0, Обсидиановый слиток
mekanism:ingot:1, Осмиевый слиток
mekanism:ingot:2, Бронзовый слиток
mekanism:ingot:3, Светокаменный слиток
mekanism:ingot:4, Стальной слиток
mekanism:ingot:5, Медный слиток
mekanism:ingot:6, Оловянный слиток
mekanism:nugget:0, Очищенного обсидиана кусочек
mekanism:nugget:1, Осмиевый кусочек
mekanism:nugget:2, Бронзовый кусочек
mekanism:nugget:3, Светокаменный кусочек
mekanism:nugget:4, Стальной кусочек
mekanism:nugget:5, Медный кусочек
mekanism:nugget:6, Оловянный кусочек
mekanism:energytablet, Энергетический планшет
mekanism:speedupgrade, Улучшение: Скорость
mekanism:energyupgrade, Улучшение: Энергия
mekanism:filterupgrade, Улучшение: Фильтр
mekanism:mufflingupgrade, Улучшение: Шум
mekanism:gasupgrade, Улучшение: Газ
mekanism:anchorupgrade, Улучшение: Якорь
mekanism:robit, Робит
mekanism:atomicdisassembler, Атомный разборщик
mekanism:enrichedalloy, Обогащённый сплав
mekanism:reinforcedalloy, Укреплённый сплав
mekanism:atomicalloy, Атомный сплав
mekanism:itemproxy, item.ItemProxy.name
mekanism:controlcircuit:0, Базовая схема управления
mekanism:controlcircuit:1, Продвинутая схема управления
mekanism:controlcircuit:2, Элитная схема управления
mekanism:controlcircuit:3, Совершенная схема управления
mekanism:enrichediron, Обогащённое железо
mekanism:compressedcarbon, Сжатый уголь
mekanism:compressedredstone, Сжатый редстоун
mekanism:compresseddiamond, Сжатый алмаз
mekanism:compressedobsidian, Сжатый обсидиан
mekanism:portableteleporter, Переносной телепорт
mekanism:teleportationcore, Ядро телепортации
mekanism:clump:0, Железная глыба
mekanism:clump:1, Золотая глыба
mekanism:clump:2, Осмиевая глыба
mekanism:clump:3, Медная глыба
mekanism:clump:4, Оловянная глыба
mekanism:clump:5, Серебряная глыба
mekanism:clump:6, Свинцовая глыба
mekanism:dirtydust:0, Загрязненная железная пыль
mekanism:dirtydust:1, Загрязненная золотая пыль
mekanism:dirtydust:2, Загрязненная осмиевая пыль
mekanism:dirtydust:3, Загрязненная медная пыль
mekanism:dirtydust:4, Загрязненная оловянная пыль
mekanism:dirtydust:5, Загрязненная серебряная пыль
mekanism:dirtydust:6, Загрязненная свинцовая пыль
mekanism:configurator, Конфигуратор
mekanism:networkreader, Считыватель сети
mekanism:walkietalkie, Переносная рация
mekanism:jetpack, Реактивный ранец
mekanism:dictionary, Словарь
mekanism:gasmask, Противогаз
mekanism:scubatank, Акваланг
mekanism:balloon:0, §8Черный Воздушный шар
mekanism:balloon:1, §cКрасный Воздушный шар
mekanism:balloon:2, §2Зеленый Воздушный шар
mekanism:balloon:3, §6Коричневый Воздушный шар
mekanism:balloon:4, §1Синий Воздушный шар
mekanism:balloon:5, §5Фиолетовый Воздушный шар
mekanism:balloon:6, §3Темно-Голубой Воздушный шар
mekanism:balloon:7, §7Светло-Серый Воздушный шар
mekanism:balloon:8, §8Серый Воздушный шар
mekanism:balloon:9, §dРозовый Воздушный шар
mekanism:balloon:10, §aСветло-Зеленый Воздушный шар
mekanism:balloon:11, §eЖелтый Воздушный шар
mekanism:balloon:12, §9Светло-Голубой Воздушный шар
mekanism:balloon:13, §dПурпурный Воздушный шар
mekanism:balloon:14, §6Оранжевый Воздушный шар
mekanism:balloon:15, §fБелый Воздушный шар
mekanism:shard:0, Железный осколок
mekanism:shard:1, Золотой осколок
mekanism:shard:2, Осмиевый осколок
mekanism:shard:3, Медный осколок
mekanism:shard:4, Оловянный осколок
mekanism:shard:5, Серебряный осколок
mekanism:shard:6, Свинцовый осколок
mekanism:electrolyticcore, Электролитическое ядро
mekanism:sawdust, Опилки
mekanism:salt, Соль
mekanism:crystal:0, Железный кристалл
mekanism:crystal:1, Золотой кристалл
mekanism:crystal:2, Осмиевый кристалл
mekanism:crystal:3, Медный кристалл
mekanism:crystal:4, Оловянный кристалл
mekanism:crystal:5, Серебряный кристалл
mekanism:crystal:6, Свинцовый кристалл
mekanism:freerunners, Бегунки
mekanism:armoredjetpack, Бронированный реактивный ранец
mekanism:configurationcard, Карта настройки
mekanism:craftingformula, Формула создания
mekanism:seismicreader, Сейсмический считыватель
mekanism:substrate, Субстрат
mekanism:polyethene:0, Полиэтилен
mekanism:polyethene:1, Полиэтиленовый стержень
mekanism:polyethene:2, Полиэтиленовый лист
mekanism:polyethene:3, Пластиковая палка
mekanism:biofuel, Биотопливо
mekanism:flamethrower, Огнемёт
mekanism:gaugedropper, Датчик выбрасывателя
mekanism:tierinstaller:0, Установщик основного уровня
mekanism:tierinstaller:1, Установщик продвинутого уровня
mekanism:tierinstaller:2, Установщик элитного уровня
mekanism:tierinstaller:3, Установщик совершенного уровня
mekanism:otherdust:0, Алмазная пыль
mekanism:otherdust:1, Стальная пыль
mekanism:otherdust:3, Серная пыль
mekanism:otherdust:4, Литиевая пыль
mekanism:otherdust:5, Пыль очищенного обсидиана
mekanism:otherdust:6, Обсидиановая пыль
mekanism:basicblock:0, Осмиевый блок
mekanism:basicblock:1, Бронзовый блок
mekanism:basicblock:2, Очищенный обсидиан
mekanism:basicblock:3, Древесноугольный блок
mekanism:basicblock:4, Очищенный светокамень
mekanism:basicblock:5, Стальной блок
mekanism:basicblock:6, Основной ящик
mekanism:basicblock:6, Продвинутый ящик
mekanism:basicblock:6, Элитный ящик
mekanism:basicblock:6, Совершенный ящик
mekanism:basicblock:6, Творческий ящик
mekanism:basicblock:7, Каркас телепорта
mekanism:basicblock:8, Стальной корпус
mekanism:basicblock:9, Динамический резервуар
mekanism:basicblock:10, Структурное стекло
mekanism:basicblock:11, Динамический вентиль
mekanism:basicblock:12, Медный блок
mekanism:basicblock:13, Оловянный блок
mekanism:basicblock:14, Контроллер теплового испарителя
mekanism:basicblock:15, Вентиль теплового испарителя
mekanism:basicblock2:0, Блок теплового испарителя
mekanism:basicblock2:1, Индукционный корпус
mekanism:basicblock2:2, Индукционный порт
mekanism:basicblock2:3, Базовая индукционная ячейка
mekanism:basicblock2:3, Продвинутая индукционная ячейка
mekanism:basicblock2:3, Элитная индукционная ячейка
mekanism:basicblock2:3, Совершенная индукционная ячейка
mekanism:basicblock2:4, Базовый индукционный поставщик
